datetimeFrom_utc,datetimeFrom_local,datetimeTo_utc,datetimeTo_local,co µg/m³,pm25 µg/m³,no2 µg/m³,pm10 µg/m³
2024-01-29T06:00:00Z,2024-01-29T13:00:00+07:00,2024-01-29T07:00:00Z,2024-01-29T14:00:00+07:00,631.0,43.4,8.7,59.4
2024-01-29T07:00:00Z,2024-01-29T14:00:00+07:00,2024-01-29T08:00:00Z,2024-01-29T15:00:00+07:00,642.0,42.9,11.2,56.5
2024-01-29T21:00:00Z,2024-01-30T04:00:00+07:00,2024-01-29T22:00:00Z,2024-01-30T05:00:00+07:00,934.0,82.8,15.7,90.9
2024-01-29T22:00:00Z,2024-01-30T05:00:00+07:00,2024-01-29T23:00:00Z,2024-01-30T06:00:00+07:00,1010.0,76.4,15.5,84.0
2024-01-29T23:00:00Z,2024-01-30T06:00:00+07:00,2024-01-30T00:00:00Z,2024-01-30T07:00:00+07:00,868.0,70.4,14.4,77.4
2024-01-30T00:00:00Z,2024-01-30T07:00:00+07:00,2024-01-30T01:00:00Z,2024-01-30T08:00:00+07:00,897.0,74.0,13.0,81.4
2024-01-30T01:00:00Z,2024-01-30T08:00:00+07:00,2024-01-30T02:00:00Z,2024-01-30T09:00:00+07:00,971.0,74.5,13.5,81.9
2024-01-30T02:00:00Z,2024-01-30T09:00:00+07:00,2024-01-30T03:00:00Z,2024-01-30T10:00:00+07:00,915.0,64.7,13.5,71.2
2024-01-30T03:00:00Z,2024-01-30T10:00:00+07:00,2024-01-30T04:00:00Z,2024-01-30T11:00:00+07:00,895.0,66.9,14.5,73.7
2024-01-30T04:00:00Z,2024-01-30T11:00:00+07:00,2024-01-30T05:00:00Z,2024-01-30T12:00:00+07:00,958.0,72.1,14.4,79.3
2024-01-30T05:00:00Z,2024-01-30T12:00:00+07:00,2024-01-30T06:00:00Z,2024-01-30T13:00:00+07:00,1000.0,70.9,19.2,33.3
2024-01-30T06:00:00Z,2024-01-30T13:00:00+07:00,2024-01-30T07:00:00Z,2024-01-30T14:00:00+07:00,972.0,76.4,17.1,70.7
2024-01-30T07:00:00Z,2024-01-30T14:00:00+07:00,2024-01-30T08:00:00Z,2024-01-30T15:00:00+07:00,958.0,75.2,15.9,82.7
2024-01-30T08:00:00Z,2024-01-30T15:00:00+07:00,2024-01-30T09:00:00Z,2024-01-30T16:00:00+07:00,1110.0,81.4,19.9,89.4
2024-01-30T09:00:00Z,2024-01-30T16:00:00+07:00,2024-01-30T10:00:00Z,2024-01-30T17:00:00+07:00,1180.0,85.8,21.9,94.3
2024-01-30T10:00:00Z,2024-01-30T17:00:00+07:00,2024-01-30T11:00:00Z,2024-01-30T18:00:00+07:00,1280.0,82.7,24.3,90.9
2024-01-30T11:00:00Z,2024-01-30T18:00:00+07:00,2024-01-30T12:00:00Z,2024-01-30T19:00:00+07:00,1580.0,88.5,28.6,97.2
2024-01-30T12:00:00Z,2024-01-30T19:00:00+07:00,2024-01-30T13:00:00Z,2024-01-30T20:00:00+07:00,1840.0,94.6,27.2,104.0
2024-01-30T13:00:00Z,2024-01-30T20:00:00+07:00,2024-01-30T14:00:00Z,2024-01-30T21:00:00+07:00,1870.0,96.9,25.9,106.0
2024-01-30T14:00:00Z,2024-01-30T21:00:00+07:00,2024-01-30T15:00:00Z,2024-01-30T22:00:00+07:00,1880.0,99.5,26.8,46.7
2024-01-30T15:00:00Z,2024-01-30T22:00:00+07:00,2024-01-30T16:00:00Z,2024-01-30T23:00:00+07:00,1720.0,104.0,29.0,114.0
2024-01-30T16:00:00Z,2024-01-30T23:00:00+07:00,2024-01-30T17:00:00Z,2024-01-31T00:00:00+07:00,1640.0,98.4,26.7,108.0
2024-01-30T17:00:00Z,2024-01-31T00:00:00+07:00,2024-01-30T18:00:00Z,2024-01-31T01:00:00+07:00,1450.0,87.5,23.1,96.1
2024-01-30T18:00:00Z,2024-01-31T01:00:00+07:00,2024-01-30T19:00:00Z,2024-01-31T02:00:00+07:00,1290.0,85.7,18.5,94.1
2024-01-30T19:00:00Z,2024-01-31T02:00:00+07:00,2024-01-30T20:00:00Z,2024-01-31T03:00:00+07:00,1150.0,95.2,14.9,104.0
2024-01-30T20:00:00Z,2024-01-31T03:00:00+07:00,2024-01-30T21:00:00Z,2024-01-31T04:00:00+07:00,941.0,80.4,10.9,88.4
2024-01-30T21:00:00Z,2024-01-31T04:00:00+07:00,2024-01-30T22:00:00Z,2024-01-31T05:00:00+07:00,676.0,56.8,8.9,62.6
2024-01-30T22:00:00Z,2024-01-31T05:00:00+07:00,2024-01-30T23:00:00Z,2024-01-31T06:00:00+07:00,718.0,55.1,10.5,60.7
2024-01-30T23:00:00Z,2024-01-31T06:00:00+07:00,2024-01-31T00:00:00Z,2024-01-31T07:00:00+07:00,732.0,41.5,11.8,46.0
2024-01-31T00:00:00Z,2024-01-31T07:00:00+07:00,2024-01-31T01:00:00Z,2024-01-31T08:00:00+07:00,1050.0,37.2,12.8,41.2
2024-01-31T01:00:00Z,2024-01-31T08:00:00+07:00,2024-01-31T02:00:00Z,2024-01-31T09:00:00+07:00,764.0,32.7,10.6,36.4
2024-01-31T02:00:00Z,2024-01-31T09:00:00+07:00,2024-01-31T03:00:00Z,2024-01-31T10:00:00+07:00,693.0,35.5,9.5,39.4
2024-01-31T03:00:00Z,2024-01-31T10:00:00+07:00,2024-01-31T04:00:00Z,2024-01-31T11:00:00+07:00,852.0,49.0,11.0,
2024-01-31T04:00:00Z,2024-01-31T11:00:00+07:00,2024-01-31T05:00:00Z,2024-01-31T12:00:00+07:00,802.0,44.6,10.1,49.4
2024-01-31T05:00:00Z,2024-01-31T12:00:00+07:00,2024-01-31T06:00:00Z,2024-01-31T13:00:00+07:00,802.0,45.6,8.4,50.4
2024-01-31T06:00:00Z,2024-01-31T13:00:00+07:00,2024-01-31T07:00:00Z,2024-01-31T14:00:00+07:00,878.0,50.4,8.2,55.6
2024-01-31T07:00:00Z,2024-01-31T14:00:00+07:00,2024-01-31T08:00:00Z,2024-01-31T15:00:00+07:00,961.0,58.8,9.0,63.4
2024-01-31T08:00:00Z,2024-01-31T15:00:00+07:00,2024-01-31T09:00:00Z,2024-01-31T16:00:00+07:00,1080.0,66.3,12.8,72.5
2024-01-31T09:00:00Z,2024-01-31T16:00:00+07:00,2024-01-31T10:00:00Z,2024-01-31T17:00:00+07:00,1430.0,75.9,16.7,83.4
2024-01-31T10:00:00Z,2024-01-31T17:00:00+07:00,2024-01-31T11:00:00Z,2024-01-31T18:00:00+07:00,1770.0,87.2,21.7,95.7
2024-01-31T11:00:00Z,2024-01-31T18:00:00+07:00,2024-01-31T12:00:00Z,2024-01-31T19:00:00+07:00,1900.0,98.1,22.8,108.0
2024-01-31T12:00:00Z,2024-01-31T19:00:00+07:00,2024-01-31T13:00:00Z,2024-01-31T20:00:00+07:00,2130.0,116.0,26.9,127.0
2024-01-31T13:00:00Z,2024-01-31T20:00:00+07:00,2024-01-31T14:00:00Z,2024-01-31T21:00:00+07:00,1980.0,129.0,22.5,142.0
2024-01-31T14:00:00Z,2024-01-31T21:00:00+07:00,2024-01-31T15:00:00Z,2024-01-31T22:00:00+07:00,2250.0,133.0,24.7,72.9
2024-01-31T15:00:00Z,2024-01-31T22:00:00+07:00,2024-01-31T16:00:00Z,2024-01-31T23:00:00+07:00,2500.0,136.0,28.5,149.0
2024-01-31T16:00:00Z,2024-01-31T23:00:00+07:00,2024-01-31T17:00:00Z,2024-02-01T00:00:00+07:00,2930.0,144.0,29.2,158.0
2024-01-31T17:00:00Z,2024-02-01T00:00:00+07:00,2024-01-31T18:00:00Z,2024-02-01T01:00:00+07:00,2610.0,141.0,27.3,154.0
2024-01-31T18:00:00Z,2024-02-01T01:00:00+07:00,2024-01-31T19:00:00Z,2024-02-01T02:00:00+07:00,2260.0,136.0,21.3,37.7
2024-01-31T19:00:00Z,2024-02-01T02:00:00+07:00,2024-01-31T20:00:00Z,2024-02-01T03:00:00+07:00,2120.0,133.0,17.6,146.0
2024-01-31T20:00:00Z,2024-02-01T03:00:00+07:00,2024-01-31T21:00:00Z,2024-02-01T04:00:00+07:00,1840.0,132.0,15.2,144.0
2024-01-31T21:00:00Z,2024-02-01T04:00:00+07:00,2024-01-31T22:00:00Z,2024-02-01T05:00:00+07:00,1330.0,127.0,13.9,139.0
2024-01-31T22:00:00Z,2024-02-01T05:00:00+07:00,2024-01-31T23:00:00Z,2024-02-01T06:00:00+07:00,1460.0,81.6,11.3,89.7
2024-02-02T14:00:00Z,2024-02-02T21:00:00+07:00,2024-02-02T15:00:00Z,2024-02-02T22:00:00+07:00,389.0,33.3,9.5,37.1
2024-02-02T15:00:00Z,2024-02-02T22:00:00+07:00,2024-02-02T16:00:00Z,2024-02-02T23:00:00+07:00,415.0,37.3,10.4,41.4
2024-02-02T16:00:00Z,2024-02-02T23:00:00+07:00,2024-02-02T17:00:00Z,2024-02-03T00:00:00+07:00,472.0,37.2,10.4,11.6
2024-02-02T17:00:00Z,2024-02-03T00:00:00+07:00,2024-02-02T18:00:00Z,2024-02-03T01:00:00+07:00,304.0,32.5,10.6,36.2
2024-02-02T18:00:00Z,2024-02-03T01:00:00+07:00,2024-02-02T19:00:00Z,2024-02-03T02:00:00+07:00,223.0,28.2,9.0,31.5
2024-02-02T19:00:00Z,2024-02-03T02:00:00+07:00,2024-02-02T20:00:00Z,2024-02-03T03:00:00+07:00,245.0,32.7,7.9,36.4
2024-02-02T20:00:00Z,2024-02-03T03:00:00+07:00,2024-02-02T21:00:00Z,2024-02-03T04:00:00+07:00,280.0,32.9,7.6,36.6
2024-02-02T21:00:00Z,2024-02-03T04:00:00+07:00,2024-02-02T22:00:00Z,2024-02-03T05:00:00+07:00,208.0,23.1,7.1,26.0
2024-02-02T22:00:00Z,2024-02-03T05:00:00+07:00,2024-02-02T23:00:00Z,2024-02-03T06:00:00+07:00,295.0,28.9,7.4,32.3
2024-02-02T23:00:00Z,2024-02-03T06:00:00+07:00,2024-02-03T00:00:00Z,2024-02-03T07:00:00+07:00,435.0,35.2,8.2,39.1
2024-02-03T00:00:00Z,2024-02-03T07:00:00+07:00,2024-02-03T01:00:00Z,2024-02-03T08:00:00+07:00,752.0,35.4,9.2,39.3
2024-02-03T01:00:00Z,2024-02-03T08:00:00+07:00,2024-02-03T02:00:00Z,2024-02-03T09:00:00+07:00,514.0,35.8,10.2,39.7
2024-02-03T02:00:00Z,2024-02-03T09:00:00+07:00,2024-02-03T03:00:00Z,2024-02-03T10:00:00+07:00,567.0,40.2,11.3,44.5
2024-02-03T03:00:00Z,2024-02-03T10:00:00+07:00,2024-02-03T04:00:00Z,2024-02-03T11:00:00+07:00,513.0,39.0,12.0,43.3
2024-02-03T04:00:00Z,2024-02-03T11:00:00+07:00,2024-02-03T05:00:00Z,2024-02-03T12:00:00+07:00,407.0,32.6,9.2,36.3
2024-02-03T05:00:00Z,2024-02-03T12:00:00+07:00,2024-02-03T06:00:00Z,2024-02-03T13:00:00+07:00,366.0,29.3,10.7,29.7
2024-02-03T06:00:00Z,2024-02-03T13:00:00+07:00,2024-02-03T07:00:00Z,2024-02-03T14:00:00+07:00,310.0,27.8,10.9,31.1
2024-02-03T07:00:00Z,2024-02-03T14:00:00+07:00,2024-02-03T08:00:00Z,2024-02-03T15:00:00+07:00,317.0,26.8,10.2,30.0
2024-02-03T08:00:00Z,2024-02-03T15:00:00+07:00,2024-02-03T09:00:00Z,2024-02-03T16:00:00+07:00,367.0,31.7,8.6,35.3
2024-02-03T09:00:00Z,2024-02-03T16:00:00+07:00,2024-02-03T10:00:00Z,2024-02-03T17:00:00+07:00,385.0,32.0,10.4,35.7
2024-02-03T10:00:00Z,2024-02-03T17:00:00+07:00,2024-02-03T11:00:00Z,2024-02-03T18:00:00+07:00,479.0,39.0,10.9,43.3
2024-02-03T11:00:00Z,2024-02-03T18:00:00+07:00,2024-02-03T12:00:00Z,2024-02-03T19:00:00+07:00,372.0,28.6,9.5,31.9
2024-02-03T12:00:00Z,2024-02-03T19:00:00+07:00,2024-02-03T13:00:00Z,2024-02-03T20:00:00+07:00,373.0,38.4,9.8,39.1
2024-02-03T13:00:00Z,2024-02-03T20:00:00+07:00,2024-02-03T14:00:00Z,2024-02-03T21:00:00+07:00,384.0,36.5,9.7,40.6
2024-02-03T14:00:00Z,2024-02-03T21:00:00+07:00,2024-02-03T15:00:00Z,2024-02-03T22:00:00+07:00,504.0,36.1,9.3,40.1
2024-02-03T15:00:00Z,2024-02-03T22:00:00+07:00,2024-02-03T16:00:00Z,2024-02-03T23:00:00+07:00,319.0,31.2,8.2,34.7
2024-02-03T16:00:00Z,2024-02-03T23:00:00+07:00,2024-02-03T17:00:00Z,2024-02-04T00:00:00+07:00,243.0,28.4,7.5,10.8
2024-02-03T17:00:00Z,2024-02-04T00:00:00+07:00,2024-02-03T18:00:00Z,2024-02-04T01:00:00+07:00,135.0,27.0,6.9,30.2
2024-02-03T18:00:00Z,2024-02-04T01:00:00+07:00,2024-02-03T19:00:00Z,2024-02-04T02:00:00+07:00,70.8,23.6,6.8,26.5
2024-02-03T19:00:00Z,2024-02-04T02:00:00+07:00,2024-02-03T20:00:00Z,2024-02-04T03:00:00+07:00,77.7,24.1,7.1,27.0
2024-02-03T20:00:00Z,2024-02-04T03:00:00+07:00,2024-02-03T21:00:00Z,2024-02-04T04:00:00+07:00,90.9,27.8,7.9,31.1
2024-02-03T21:00:00Z,2024-02-04T04:00:00+07:00,2024-02-03T22:00:00Z,2024-02-04T05:00:00+07:00,146.0,35.2,10.2,39.1
2024-02-03T22:00:00Z,2024-02-04T05:00:00+07:00,2024-02-03T23:00:00Z,2024-02-04T06:00:00+07:00,179.0,41.0,11.6,45.5
2024-02-03T23:00:00Z,2024-02-04T06:00:00+07:00,2024-02-04T00:00:00Z,2024-02-04T07:00:00+07:00,173.0,40.8,12.2,45.2
2024-02-04T00:00:00Z,2024-02-04T07:00:00+07:00,2024-02-04T01:00:00Z,2024-02-04T08:00:00+07:00,387.0,45.1,13.7,49.9
2024-02-04T01:00:00Z,2024-02-04T08:00:00+07:00,2024-02-04T02:00:00Z,2024-02-04T09:00:00+07:00,456.0,47.8,13.4,52.9
2024-02-04T02:00:00Z,2024-02-04T09:00:00+07:00,2024-02-04T03:00:00Z,2024-02-04T10:00:00+07:00,377.0,34.4,11.8,38.2
2024-02-04T03:00:00Z,2024-02-04T10:00:00+07:00,2024-02-04T04:00:00Z,2024-02-04T11:00:00+07:00,354.0,31.7,14.5,35.3
2024-02-04T04:00:00Z,2024-02-04T11:00:00+07:00,2024-02-04T05:00:00Z,2024-02-04T12:00:00+07:00,486.0,39.2,12.1,43.2
2024-02-04T05:00:00Z,2024-02-04T12:00:00+07:00,2024-02-04T06:00:00Z,2024-02-04T13:00:00+07:00,412.0,33.4,11.4,34.5
2024-02-04T06:00:00Z,2024-02-04T13:00:00+07:00,2024-02-04T07:00:00Z,2024-02-04T14:00:00+07:00,318.0,26.1,11.1,27.2
2024-02-04T07:00:00Z,2024-02-04T14:00:00+07:00,2024-02-04T08:00:00Z,2024-02-04T15:00:00+07:00,309.0,20.7,11.9,21.7
2024-02-04T08:00:00Z,2024-02-04T15:00:00+07:00,2024-02-04T09:00:00Z,2024-02-04T16:00:00+07:00,374.0,27.9,13.1,28.6
2024-02-04T09:00:00Z,2024-02-04T16:00:00+07:00,2024-02-04T10:00:00Z,2024-02-04T17:00:00+07:00,425.0,34.3,13.4,34.3
2024-02-04T10:00:00Z,2024-02-04T17:00:00+07:00,2024-02-04T11:00:00Z,2024-02-04T18:00:00+07:00,463.0,31.8,8.2,33.4
2024-02-04T11:00:00Z,2024-02-04T18:00:00+07:00,2024-02-04T12:00:00Z,2024-02-04T19:00:00+07:00,402.0,27.3,7.8,30.5
2024-02-04T12:00:00Z,2024-02-04T19:00:00+07:00,2024-02-04T13:00:00Z,2024-02-04T20:00:00+07:00,325.0,32.2,7.5,35.9
2024-02-04T13:00:00Z,2024-02-04T20:00:00+07:00,2024-02-04T14:00:00Z,2024-02-04T21:00:00+07:00,299.0,34.2,7.1,38.1
2024-02-04T14:00:00Z,2024-02-04T21:00:00+07:00,2024-02-04T15:00:00Z,2024-02-04T22:00:00+07:00,307.0,37.6,7.4,41.8
2024-02-04T15:00:00Z,2024-02-04T22:00:00+07:00,2024-02-04T16:00:00Z,2024-02-04T23:00:00+07:00,253.0,35.5,6.9,39.4
2024-02-04T16:00:00Z,2024-02-04T23:00:00+07:00,2024-02-04T17:00:00Z,2024-02-05T00:00:00+07:00,153.0,30.0,6.3,33.5
2024-02-04T17:00:00Z,2024-02-05T00:00:00+07:00,2024-02-04T18:00:00Z,2024-02-05T01:00:00+07:00,98.1,31.8,5.9,35.4
2024-02-04T18:00:00Z,2024-02-05T01:00:00+07:00,2024-02-04T19:00:00Z,2024-02-05T02:00:00+07:00,102.0,35.3,6.2,39.2
2024-02-04T19:00:00Z,2024-02-05T02:00:00+07:00,2024-02-04T20:00:00Z,2024-02-05T03:00:00+07:00,90.4,35.9,6.0,39.9
2024-02-04T20:00:00Z,2024-02-05T03:00:00+07:00,2024-02-04T21:00:00Z,2024-02-05T04:00:00+07:00,58.6,39.9,5.9,44.2
2024-02-04T21:00:00Z,2024-02-05T04:00:00+07:00,2024-02-04T22:00:00Z,2024-02-05T05:00:00+07:00,77.6,34.8,6.4,38.6
2024-02-04T22:00:00Z,2024-02-05T05:00:00+07:00,2024-02-04T23:00:00Z,2024-02-05T06:00:00+07:00,141.0,36.4,8.4,7.4
2024-02-04T23:00:00Z,2024-02-05T06:00:00+07:00,2024-02-05T00:00:00Z,2024-02-05T07:00:00+07:00,180.0,30.3,10.2,33.9
2024-02-05T00:00:00Z,2024-02-05T07:00:00+07:00,2024-02-05T01:00:00Z,2024-02-05T08:00:00+07:00,354.0,40.0,9.9,44.3
2024-02-05T01:00:00Z,2024-02-05T08:00:00+07:00,2024-02-05T02:00:00Z,2024-02-05T09:00:00+07:00,398.0,30.5,12.6,34.1
2024-02-05T02:00:00Z,2024-02-05T09:00:00+07:00,2024-02-05T03:00:00Z,2024-02-05T10:00:00+07:00,484.0,29.0,11.3,32.4
2024-02-05T03:00:00Z,2024-02-05T10:00:00+07:00,2024-02-05T04:00:00Z,2024-02-05T11:00:00+07:00,531.0,30.1,12.4,33.5
2024-02-05T04:00:00Z,2024-02-05T11:00:00+07:00,2024-02-05T05:00:00Z,2024-02-05T12:00:00+07:00,531.0,33.6,11.7,36.9
2024-02-05T05:00:00Z,2024-02-05T12:00:00+07:00,2024-02-05T06:00:00Z,2024-02-05T13:00:00+07:00,435.0,35.6,11.1,36.6
2024-02-05T06:00:00Z,2024-02-05T13:00:00+07:00,2024-02-05T07:00:00Z,2024-02-05T14:00:00+07:00,413.0,36.5,11.3,36.7
2024-02-05T07:00:00Z,2024-02-05T14:00:00+07:00,2024-02-05T08:00:00Z,2024-02-05T15:00:00+07:00,445.0,38.3,11.6,39.4
2024-02-05T08:00:00Z,2024-02-05T15:00:00+07:00,2024-02-05T09:00:00Z,2024-02-05T16:00:00+07:00,493.0,41.8,7.7,43.6
2024-02-05T09:00:00Z,2024-02-05T16:00:00+07:00,2024-02-05T10:00:00Z,2024-02-05T17:00:00+07:00,548.0,36.6,9.1,40.4
2024-02-05T10:00:00Z,2024-02-05T17:00:00+07:00,2024-02-05T11:00:00Z,2024-02-05T18:00:00+07:00,636.0,48.2,9.7,53.3
2024-02-05T11:00:00Z,2024-02-05T18:00:00+07:00,2024-02-05T12:00:00Z,2024-02-05T19:00:00+07:00,619.0,52.3,8.6,57.7
2024-02-05T12:00:00Z,2024-02-05T19:00:00+07:00,2024-02-05T13:00:00Z,2024-02-05T20:00:00+07:00,581.0,43.6,8.1,48.3
2024-02-05T13:00:00Z,2024-02-05T20:00:00+07:00,2024-02-05T14:00:00Z,2024-02-05T21:00:00+07:00,533.0,37.3,7.5,41.4
2024-02-05T14:00:00Z,2024-02-05T21:00:00+07:00,2024-02-05T15:00:00Z,2024-02-05T22:00:00+07:00,531.0,40.3,7.8,44.7
2024-02-05T15:00:00Z,2024-02-05T22:00:00+07:00,2024-02-05T16:00:00Z,2024-02-05T23:00:00+07:00,535.0,38.3,8.1,42.6
2024-02-05T16:00:00Z,2024-02-05T23:00:00+07:00,2024-02-05T17:00:00Z,2024-02-06T00:00:00+07:00,523.0,39.1,8.5,43.3
2024-02-05T17:00:00Z,2024-02-06T00:00:00+07:00,2024-02-05T18:00:00Z,2024-02-06T01:00:00+07:00,504.0,49.0,8.0,54.2
2024-02-05T18:00:00Z,2024-02-06T01:00:00+07:00,2024-02-05T19:00:00Z,2024-02-06T02:00:00+07:00,583.0,49.1,7.3,54.3
2024-02-05T19:00:00Z,2024-02-06T02:00:00+07:00,2024-02-05T20:00:00Z,2024-02-06T03:00:00+07:00,621.0,48.5,7.5,53.6
2024-02-05T20:00:00Z,2024-02-06T03:00:00+07:00,2024-02-05T21:00:00Z,2024-02-06T04:00:00+07:00,596.0,40.4,7.4,44.8
2024-02-05T22:00:00Z,2024-02-06T05:00:00+07:00,2024-02-05T23:00:00Z,2024-02-06T06:00:00+07:00,501.0,29.9,7.2,33.3
2024-02-05T23:00:00Z,2024-02-06T06:00:00+07:00,2024-02-06T00:00:00Z,2024-02-06T07:00:00+07:00,497.0,34.1,7.7,38.0
2024-02-06T00:00:00Z,2024-02-06T07:00:00+07:00,2024-02-06T01:00:00Z,2024-02-06T08:00:00+07:00,732.0,34.4,9.1,38.2
2024-02-06T01:00:00Z,2024-02-06T08:00:00+07:00,2024-02-06T02:00:00Z,2024-02-06T09:00:00+07:00,871.0,31.3,9.7,34.9
2024-02-06T02:00:00Z,2024-02-06T09:00:00+07:00,2024-02-06T03:00:00Z,2024-02-06T10:00:00+07:00,765.0,36.0,9.3,40.0
2024-02-06T03:00:00Z,2024-02-06T10:00:00+07:00,2024-02-06T04:00:00Z,2024-02-06T11:00:00+07:00,789.0,46.0,8.7,50.9
2024-02-06T04:00:00Z,2024-02-06T11:00:00+07:00,2024-02-06T05:00:00Z,2024-02-06T12:00:00+07:00,813.0,40.1,8.8,44.4
2024-02-06T05:00:00Z,2024-02-06T12:00:00+07:00,2024-02-06T06:00:00Z,2024-02-06T13:00:00+07:00,690.0,31.7,12.6,35.4
2024-02-06T06:00:00Z,2024-02-06T13:00:00+07:00,2024-02-06T07:00:00Z,2024-02-06T14:00:00+07:00,708.0,35.0,14.4,38.9
2024-02-06T07:00:00Z,2024-02-06T14:00:00+07:00,2024-02-06T08:00:00Z,2024-02-06T15:00:00+07:00,730.0,37.6,16.2,41.8
2024-02-06T08:00:00Z,2024-02-06T15:00:00+07:00,2024-02-06T09:00:00Z,2024-02-06T16:00:00+07:00,715.0,33.2,12.2,36.9
2024-02-06T09:00:00Z,2024-02-06T16:00:00+07:00,2024-02-06T10:00:00Z,2024-02-06T17:00:00+07:00,669.0,42.5,8.7,47.1
2024-02-06T10:00:00Z,2024-02-06T17:00:00+07:00,2024-02-06T11:00:00Z,2024-02-06T18:00:00+07:00,672.0,40.5,8.2,44.9
2024-02-06T11:00:00Z,2024-02-06T18:00:00+07:00,2024-02-06T12:00:00Z,2024-02-06T19:00:00+07:00,614.0,37.4,8.1,41.5
2024-02-06T12:00:00Z,2024-02-06T19:00:00+07:00,2024-02-06T13:00:00Z,2024-02-06T20:00:00+07:00,662.0,47.2,8.9,52.2
2024-02-06T13:00:00Z,2024-02-06T20:00:00+07:00,2024-02-06T14:00:00Z,2024-02-06T21:00:00+07:00,630.0,52.7,9.1,58.1
2024-02-06T14:00:00Z,2024-02-06T21:00:00+07:00,2024-02-06T15:00:00Z,2024-02-06T22:00:00+07:00,542.0,53.8,8.9,59.4
2024-02-06T15:00:00Z,2024-02-06T22:00:00+07:00,2024-02-06T16:00:00Z,2024-02-06T23:00:00+07:00,488.0,59.2,9.3,65.3
2024-02-06T16:00:00Z,2024-02-06T23:00:00+07:00,2024-02-06T17:00:00Z,2024-02-07T00:00:00+07:00,460.0,52.4,8.6,57.9
2024-02-06T17:00:00Z,2024-02-07T00:00:00+07:00,2024-02-06T18:00:00Z,2024-02-07T01:00:00+07:00,435.0,49.1,8.8,54.3
2024-02-06T18:00:00Z,2024-02-07T01:00:00+07:00,2024-02-06T19:00:00Z,2024-02-07T02:00:00+07:00,405.0,47.6,8.7,52.7
2024-02-06T19:00:00Z,2024-02-07T02:00:00+07:00,2024-02-06T20:00:00Z,2024-02-07T03:00:00+07:00,413.0,47.5,8.7,52.6
2024-02-06T20:00:00Z,2024-02-07T03:00:00+07:00,2024-02-06T21:00:00Z,2024-02-07T04:00:00+07:00,618.0,42.1,10.1,46.6
2024-02-06T21:00:00Z,2024-02-07T04:00:00+07:00,2024-02-06T22:00:00Z,2024-02-07T05:00:00+07:00,544.0,37.9,9.1,42.1
2024-02-06T22:00:00Z,2024-02-07T05:00:00+07:00,2024-02-06T23:00:00Z,2024-02-07T06:00:00+07:00,530.0,35.3,8.7,39.2
2024-02-06T23:00:00Z,2024-02-07T06:00:00+07:00,2024-02-07T00:00:00Z,2024-02-07T07:00:00+07:00,530.0,30.9,8.7,34.5
2024-02-07T00:00:00Z,2024-02-07T07:00:00+07:00,2024-02-07T01:00:00Z,2024-02-07T08:00:00+07:00,600.0,32.4,8.5,36.1
2024-02-07T01:00:00Z,2024-02-07T08:00:00+07:00,2024-02-07T02:00:00Z,2024-02-07T09:00:00+07:00,786.0,50.6,8.4,55.9
2024-02-07T02:00:00Z,2024-02-07T09:00:00+07:00,2024-02-07T03:00:00Z,2024-02-07T10:00:00+07:00,879.0,61.3,9.6,67.5
2024-02-07T03:00:00Z,2024-02-07T10:00:00+07:00,2024-02-07T04:00:00Z,2024-02-07T11:00:00+07:00,758.0,34.5,9.0,38.3
2024-02-07T04:00:00Z,2024-02-07T11:00:00+07:00,2024-02-07T05:00:00Z,2024-02-07T12:00:00+07:00,780.0,33.8,8.3,37.6
2024-02-07T05:00:00Z,2024-02-07T12:00:00+07:00,2024-02-07T06:00:00Z,2024-02-07T13:00:00+07:00,766.0,37.5,9.1,41.6
2024-02-07T06:00:00Z,2024-02-07T13:00:00+07:00,2024-02-07T07:00:00Z,2024-02-07T14:00:00+07:00,698.0,36.7,8.6,40.7
2024-02-07T07:00:00Z,2024-02-07T14:00:00+07:00,2024-02-07T08:00:00Z,2024-02-07T15:00:00+07:00,667.0,36.0,8.1,40.0
2024-02-07T08:00:00Z,2024-02-07T15:00:00+07:00,2024-02-07T09:00:00Z,2024-02-07T16:00:00+07:00,684.0,38.0,9.1,42.2
2024-02-07T09:00:00Z,2024-02-07T16:00:00+07:00,2024-02-07T10:00:00Z,2024-02-07T17:00:00+07:00,684.0,38.2,9.8,42.4
2024-02-07T10:00:00Z,2024-02-07T17:00:00+07:00,2024-02-07T11:00:00Z,2024-02-07T18:00:00+07:00,732.0,47.2,10.7,52.2
2024-02-07T11:00:00Z,2024-02-07T18:00:00+07:00,2024-02-07T12:00:00Z,2024-02-07T19:00:00+07:00,653.0,39.3,9.8,43.5
2024-02-07T12:00:00Z,2024-02-07T19:00:00+07:00,2024-02-07T13:00:00Z,2024-02-07T20:00:00+07:00,616.0,40.0,9.3,44.4
2024-02-07T13:00:00Z,2024-02-07T20:00:00+07:00,2024-02-07T14:00:00Z,2024-02-07T21:00:00+07:00,555.0,38.2,8.5,42.4
2024-02-07T14:00:00Z,2024-02-07T21:00:00+07:00,2024-02-07T15:00:00Z,2024-02-07T22:00:00+07:00,552.0,37.1,8.4,8.0
2024-02-07T15:00:00Z,2024-02-07T22:00:00+07:00,2024-02-07T16:00:00Z,2024-02-07T23:00:00+07:00,576.0,34.6,8.4,38.5
