datetimeFrom_utc,datetimeFrom_local,datetimeTo_utc,datetimeTo_local,co µg/m³,pm25 µg/m³,no2 µg/m³,pm10 µg/m³
2025-03-23T15:00:00Z,2025-03-23T22:00:00+07:00,2025-03-23T16:00:00Z,2025-03-23T23:00:00+07:00,236.0,36.8,32.7,40.9
2025-03-23T16:00:00Z,2025-03-23T23:00:00+07:00,2025-03-23T17:00:00Z,2025-03-24T00:00:00+07:00,215.0,49.7,29.8,55.0
2025-03-23T17:00:00Z,2025-03-24T00:00:00+07:00,2025-03-23T18:00:00Z,2025-03-24T01:00:00+07:00,221.0,39.0,30.0,43.3
2025-03-23T18:00:00Z,2025-03-24T01:00:00+07:00,2025-03-23T19:00:00Z,2025-03-24T02:00:00+07:00,522.0,50.3,32.9,55.5
2025-03-23T19:00:00Z,2025-03-24T02:00:00+07:00,2025-03-23T20:00:00Z,2025-03-24T03:00:00+07:00,262.0,50.3,29.5,55.6
2025-03-23T20:00:00Z,2025-03-24T03:00:00+07:00,2025-03-23T21:00:00Z,2025-03-24T04:00:00+07:00,250.0,47.4,26.5,52.4
2025-03-23T21:00:00Z,2025-03-24T04:00:00+07:00,2025-03-23T22:00:00Z,2025-03-24T05:00:00+07:00,460.0,61.1,39.1,67.4
2025-03-23T22:00:00Z,2025-03-24T05:00:00+07:00,2025-03-23T23:00:00Z,2025-03-24T06:00:00+07:00,487.0,66.2,35.0,72.9
2025-03-23T23:00:00Z,2025-03-24T06:00:00+07:00,2025-03-24T00:00:00Z,2025-03-24T07:00:00+07:00,538.0,69.7,35.2,76.6
2025-03-24T00:00:00Z,2025-03-24T07:00:00+07:00,2025-03-24T01:00:00Z,2025-03-24T08:00:00+07:00,670.0,75.6,28.3,83.1
2025-03-24T01:00:00Z,2025-03-24T08:00:00+07:00,2025-03-24T02:00:00Z,2025-03-24T09:00:00+07:00,585.0,74.7,25.6,79.7
2025-03-24T02:00:00Z,2025-03-24T09:00:00+07:00,2025-03-24T03:00:00Z,2025-03-24T10:00:00+07:00,614.0,86.8,23.7,89.2
2025-03-24T03:00:00Z,2025-03-24T10:00:00+07:00,2025-03-24T04:00:00Z,2025-03-24T11:00:00+07:00,610.0,82.1,21.3,82.4
2025-03-24T04:00:00Z,2025-03-24T11:00:00+07:00,2025-03-24T05:00:00Z,2025-03-24T12:00:00+07:00,578.0,69.5,22.0,70.5
2025-03-24T05:00:00Z,2025-03-24T12:00:00+07:00,2025-03-24T06:00:00Z,2025-03-24T13:00:00+07:00,538.0,60.4,21.8,60.8
2025-03-24T06:00:00Z,2025-03-24T13:00:00+07:00,2025-03-24T07:00:00Z,2025-03-24T14:00:00+07:00,504.0,52.6,23.8,53.1
2025-03-24T07:00:00Z,2025-03-24T14:00:00+07:00,2025-03-24T08:00:00Z,2025-03-24T15:00:00+07:00,504.0,47.2,24.6,49.0
2025-03-24T08:00:00Z,2025-03-24T15:00:00+07:00,2025-03-24T09:00:00Z,2025-03-24T16:00:00+07:00,479.0,42.1,24.0,44.4
2025-03-24T09:00:00Z,2025-03-24T16:00:00+07:00,2025-03-24T10:00:00Z,2025-03-24T17:00:00+07:00,572.0,49.5,32.0,51.5
2025-03-24T10:00:00Z,2025-03-24T17:00:00+07:00,2025-03-24T11:00:00Z,2025-03-24T18:00:00+07:00,731.0,65.3,30.5,68.8
2025-03-24T11:00:00Z,2025-03-24T18:00:00+07:00,2025-03-24T12:00:00Z,2025-03-24T19:00:00+07:00,798.0,96.9,39.2,104.0
2025-03-24T12:00:00Z,2025-03-24T19:00:00+07:00,2025-03-24T13:00:00Z,2025-03-24T20:00:00+07:00,607.0,81.1,26.7,86.2
2025-03-24T13:00:00Z,2025-03-24T20:00:00+07:00,2025-03-24T14:00:00Z,2025-03-24T21:00:00+07:00,476.0,56.3,29.0,61.7
2025-03-24T14:00:00Z,2025-03-24T21:00:00+07:00,2025-03-24T15:00:00Z,2025-03-24T22:00:00+07:00,433.0,56.7,38.9,62.5
2025-03-24T15:00:00Z,2025-03-24T22:00:00+07:00,2025-03-24T16:00:00Z,2025-03-24T23:00:00+07:00,382.0,50.3,42.2,55.6
2025-03-24T16:00:00Z,2025-03-24T23:00:00+07:00,2025-03-24T17:00:00Z,2025-03-25T00:00:00+07:00,297.0,42.4,42.3,47.0
2025-03-24T17:00:00Z,2025-03-25T00:00:00+07:00,2025-03-24T18:00:00Z,2025-03-25T01:00:00+07:00,277.0,40.0,42.3,44.4
2025-03-24T18:00:00Z,2025-03-25T01:00:00+07:00,2025-03-24T19:00:00Z,2025-03-25T02:00:00+07:00,333.0,43.4,45.2,48.1
2025-03-24T19:00:00Z,2025-03-25T02:00:00+07:00,2025-03-24T20:00:00Z,2025-03-25T03:00:00+07:00,402.0,42.5,41.4,47.1
2025-03-24T20:00:00Z,2025-03-25T03:00:00+07:00,2025-03-24T21:00:00Z,2025-03-25T04:00:00+07:00,268.0,40.1,36.6,44.4
2025-03-24T21:00:00Z,2025-03-25T04:00:00+07:00,2025-03-24T22:00:00Z,2025-03-25T05:00:00+07:00,247.0,40.9,38.3,45.4
2025-03-24T22:00:00Z,2025-03-25T05:00:00+07:00,2025-03-24T23:00:00Z,2025-03-25T06:00:00+07:00,357.0,44.1,41.7,48.8
2025-03-24T23:00:00Z,2025-03-25T06:00:00+07:00,2025-03-25T00:00:00Z,2025-03-25T07:00:00+07:00,588.0,46.5,40.2,51.5
2025-03-25T00:00:00Z,2025-03-25T07:00:00+07:00,2025-03-25T01:00:00Z,2025-03-25T08:00:00+07:00,644.0,48.4,39.0,53.5
2025-03-25T01:00:00Z,2025-03-25T08:00:00+07:00,2025-03-25T02:00:00Z,2025-03-25T09:00:00+07:00,565.0,56.0,30.5,61.8
2025-03-25T02:00:00Z,2025-03-25T09:00:00+07:00,2025-03-25T03:00:00Z,2025-03-25T10:00:00+07:00,691.0,71.9,37.0,79.1
2025-03-25T03:00:00Z,2025-03-25T10:00:00+07:00,2025-03-25T04:00:00Z,2025-03-25T11:00:00+07:00,598.0,75.6,37.5,83.2
2025-03-25T04:00:00Z,2025-03-25T11:00:00+07:00,2025-03-25T05:00:00Z,2025-03-25T12:00:00+07:00,515.0,99.2,27.6,109.0
2025-03-25T05:00:00Z,2025-03-25T12:00:00+07:00,2025-03-25T06:00:00Z,2025-03-25T13:00:00+07:00,631.0,106.0,24.7,114.0
2025-03-25T06:00:00Z,2025-03-25T13:00:00+07:00,2025-03-25T07:00:00Z,2025-03-25T14:00:00+07:00,925.0,102.0,28.6,108.0
2025-03-25T07:00:00Z,2025-03-25T14:00:00+07:00,2025-03-25T08:00:00Z,2025-03-25T15:00:00+07:00,1120.0,107.0,36.7,115.0
2025-03-25T08:00:00Z,2025-03-25T15:00:00+07:00,2025-03-25T09:00:00Z,2025-03-25T16:00:00+07:00,1230.0,109.0,38.1,117.0
2025-03-25T09:00:00Z,2025-03-25T16:00:00+07:00,2025-03-25T10:00:00Z,2025-03-25T17:00:00+07:00,1290.0,122.0,41.3,130.0
2025-03-25T10:00:00Z,2025-03-25T17:00:00+07:00,2025-03-25T11:00:00Z,2025-03-25T18:00:00+07:00,1200.0,117.0,34.5,123.0
2025-03-25T11:00:00Z,2025-03-25T18:00:00+07:00,2025-03-25T12:00:00Z,2025-03-25T19:00:00+07:00,1460.0,111.0,39.8,119.0
2025-03-25T12:00:00Z,2025-03-25T19:00:00+07:00,2025-03-25T13:00:00Z,2025-03-25T20:00:00+07:00,1040.0,65.7,34.7,72.1
2025-03-25T13:00:00Z,2025-03-25T20:00:00+07:00,2025-03-25T14:00:00Z,2025-03-25T21:00:00+07:00,424.0,30.2,20.5,33.7
2025-03-25T14:00:00Z,2025-03-25T21:00:00+07:00,2025-03-25T15:00:00Z,2025-03-25T22:00:00+07:00,342.0,28.9,28.2,32.3
2025-03-25T15:00:00Z,2025-03-25T22:00:00+07:00,2025-03-25T16:00:00Z,2025-03-25T23:00:00+07:00,265.0,23.4,31.2,26.3
2025-03-25T16:00:00Z,2025-03-25T23:00:00+07:00,2025-03-25T17:00:00Z,2025-03-26T00:00:00+07:00,161.0,23.9,24.8,26.9
2025-03-25T17:00:00Z,2025-03-26T00:00:00+07:00,2025-03-25T18:00:00Z,2025-03-26T01:00:00+07:00,114.0,22.7,21.0,25.6
2025-03-25T18:00:00Z,2025-03-26T01:00:00+07:00,2025-03-25T19:00:00Z,2025-03-26T02:00:00+07:00,102.0,22.2,21.0,25.0
2025-03-25T19:00:00Z,2025-03-26T02:00:00+07:00,2025-03-25T20:00:00Z,2025-03-26T03:00:00+07:00,94.3,23.9,21.3,26.8
2025-03-25T20:00:00Z,2025-03-26T03:00:00+07:00,2025-03-25T21:00:00Z,2025-03-26T04:00:00+07:00,126.0,29.0,24.9,32.4
2025-03-25T21:00:00Z,2025-03-26T04:00:00+07:00,2025-03-25T22:00:00Z,2025-03-26T05:00:00+07:00,145.0,41.1,25.3,45.5
2025-03-25T22:00:00Z,2025-03-26T05:00:00+07:00,2025-03-25T23:00:00Z,2025-03-26T06:00:00+07:00,176.0,45.3,23.6,50.1
2025-03-25T23:00:00Z,2025-03-26T06:00:00+07:00,2025-03-26T00:00:00Z,2025-03-26T07:00:00+07:00,206.0,41.1,24.7,45.6
2025-03-26T00:00:00Z,2025-03-26T07:00:00+07:00,2025-03-26T01:00:00Z,2025-03-26T08:00:00+07:00,242.0,38.4,23.2,42.6
2025-03-26T01:00:00Z,2025-03-26T08:00:00+07:00,2025-03-26T02:00:00Z,2025-03-26T09:00:00+07:00,206.0,39.6,21.4,43.9
2025-03-26T02:00:00Z,2025-03-26T09:00:00+07:00,2025-03-26T03:00:00Z,2025-03-26T10:00:00+07:00,499.0,44.6,33.4,49.3
2025-03-26T03:00:00Z,2025-03-26T10:00:00+07:00,2025-03-26T04:00:00Z,2025-03-26T11:00:00+07:00,431.0,45.4,26.2,50.2
2025-03-26T04:00:00Z,2025-03-26T11:00:00+07:00,2025-03-26T05:00:00Z,2025-03-26T12:00:00+07:00,583.0,50.2,31.6,55.5
2025-03-26T05:00:00Z,2025-03-26T12:00:00+07:00,2025-03-26T06:00:00Z,2025-03-26T13:00:00+07:00,452.0,62.3,21.3,69.0
2025-03-26T06:00:00Z,2025-03-26T13:00:00+07:00,2025-03-26T07:00:00Z,2025-03-26T14:00:00+07:00,461.0,66.6,30.2,72.1
2025-03-26T07:00:00Z,2025-03-26T14:00:00+07:00,2025-03-26T08:00:00Z,2025-03-26T15:00:00+07:00,596.0,77.7,40.7,85.5
2025-03-26T08:00:00Z,2025-03-26T15:00:00+07:00,2025-03-26T09:00:00Z,2025-03-26T16:00:00+07:00,587.0,63.4,32.2,70.0
2025-03-26T09:00:00Z,2025-03-26T16:00:00+07:00,2025-03-26T10:00:00Z,2025-03-26T17:00:00+07:00,481.0,47.4,30.1,52.4
2025-03-26T10:00:00Z,2025-03-26T17:00:00+07:00,2025-03-26T11:00:00Z,2025-03-26T18:00:00+07:00,528.0,40.6,33.3,45.1
2025-03-26T11:00:00Z,2025-03-26T18:00:00+07:00,2025-03-26T12:00:00Z,2025-03-26T19:00:00+07:00,420.0,36.9,24.2,41.0
2025-03-26T12:00:00Z,2025-03-26T19:00:00+07:00,2025-03-26T13:00:00Z,2025-03-26T20:00:00+07:00,394.0,47.0,24.7,52.0
2025-03-26T13:00:00Z,2025-03-26T20:00:00+07:00,2025-03-26T14:00:00Z,2025-03-26T21:00:00+07:00,366.0,47.6,26.0,52.7
2025-03-26T14:00:00Z,2025-03-26T21:00:00+07:00,2025-03-26T15:00:00Z,2025-03-26T22:00:00+07:00,355.0,55.2,27.9,60.9
2025-03-26T15:00:00Z,2025-03-26T22:00:00+07:00,2025-03-26T16:00:00Z,2025-03-26T23:00:00+07:00,326.0,56.0,25.3,61.8
2025-03-26T16:00:00Z,2025-03-26T23:00:00+07:00,2025-03-26T17:00:00Z,2025-03-27T00:00:00+07:00,234.0,50.6,24.9,55.9
2025-03-26T17:00:00Z,2025-03-27T00:00:00+07:00,2025-03-26T18:00:00Z,2025-03-27T01:00:00+07:00,197.0,49.8,24.6,55.0
2025-03-26T18:00:00Z,2025-03-27T01:00:00+07:00,2025-03-26T19:00:00Z,2025-03-27T02:00:00+07:00,171.0,46.0,22.0,50.9
2025-03-26T19:00:00Z,2025-03-27T02:00:00+07:00,2025-03-26T20:00:00Z,2025-03-27T03:00:00+07:00,193.0,45.3,24.8,50.1
2025-03-26T20:00:00Z,2025-03-27T03:00:00+07:00,2025-03-26T21:00:00Z,2025-03-27T04:00:00+07:00,170.0,40.7,22.1,45.1
2025-03-26T21:00:00Z,2025-03-27T04:00:00+07:00,2025-03-26T22:00:00Z,2025-03-27T05:00:00+07:00,185.0,43.2,25.9,47.8
2025-03-26T22:00:00Z,2025-03-27T05:00:00+07:00,2025-03-26T23:00:00Z,2025-03-27T06:00:00+07:00,240.0,48.1,32.5,53.2
2025-03-26T23:00:00Z,2025-03-27T06:00:00+07:00,2025-03-27T00:00:00Z,2025-03-27T07:00:00+07:00,381.0,53.6,34.3,59.2
2025-03-27T00:00:00Z,2025-03-27T07:00:00+07:00,2025-03-27T01:00:00Z,2025-03-27T08:00:00+07:00,588.0,55.9,31.4,61.7
2025-03-27T01:00:00Z,2025-03-27T08:00:00+07:00,2025-03-27T02:00:00Z,2025-03-27T09:00:00+07:00,629.0,49.8,34.7,55.0
2025-03-27T02:00:00Z,2025-03-27T09:00:00+07:00,2025-03-27T03:00:00Z,2025-03-27T10:00:00+07:00,561.0,38.6,39.0,42.8
2025-03-27T03:00:00Z,2025-03-27T10:00:00+07:00,2025-03-27T04:00:00Z,2025-03-27T11:00:00+07:00,559.0,36.3,30.5,40.3
2025-03-27T04:00:00Z,2025-03-27T11:00:00+07:00,2025-03-27T05:00:00Z,2025-03-27T12:00:00+07:00,541.0,34.4,30.2,38.3
2025-03-27T05:00:00Z,2025-03-27T12:00:00+07:00,2025-03-27T06:00:00Z,2025-03-27T13:00:00+07:00,545.0,39.5,30.1,43.8
2025-03-27T06:00:00Z,2025-03-27T13:00:00+07:00,2025-03-27T07:00:00Z,2025-03-27T14:00:00+07:00,454.0,44.6,23.2,49.4
2025-03-27T07:00:00Z,2025-03-27T14:00:00+07:00,2025-03-27T08:00:00Z,2025-03-27T15:00:00+07:00,518.0,54.0,23.4,59.7
2025-03-27T08:00:00Z,2025-03-27T15:00:00+07:00,2025-03-27T09:00:00Z,2025-03-27T16:00:00+07:00,860.0,56.0,27.0,61.8
2025-03-27T09:00:00Z,2025-03-27T16:00:00+07:00,2025-03-27T10:00:00Z,2025-03-27T17:00:00+07:00,690.0,47.5,31.6,52.5
2025-03-27T10:00:00Z,2025-03-27T17:00:00+07:00,2025-03-27T11:00:00Z,2025-03-27T18:00:00+07:00,819.0,51.1,26.2,56.4
2025-03-27T11:00:00Z,2025-03-27T18:00:00+07:00,2025-03-27T12:00:00Z,2025-03-27T19:00:00+07:00,715.0,53.0,24.3,58.4
2025-03-27T12:00:00Z,2025-03-27T19:00:00+07:00,2025-03-27T13:00:00Z,2025-03-27T20:00:00+07:00,513.0,56.4,21.4,62.2
2025-03-27T13:00:00Z,2025-03-27T20:00:00+07:00,2025-03-27T14:00:00Z,2025-03-27T21:00:00+07:00,432.0,50.7,19.6,56.0
2025-03-27T14:00:00Z,2025-03-27T21:00:00+07:00,2025-03-27T15:00:00Z,2025-03-27T22:00:00+07:00,431.0,50.4,19.4,55.7
2025-03-27T15:00:00Z,2025-03-27T22:00:00+07:00,2025-03-27T16:00:00Z,2025-03-27T23:00:00+07:00,436.0,52.0,20.4,57.4
2025-03-27T16:00:00Z,2025-03-27T23:00:00+07:00,2025-03-27T17:00:00Z,2025-03-28T00:00:00+07:00,390.0,54.0,20.3,59.5
2025-03-27T17:00:00Z,2025-03-28T00:00:00+07:00,2025-03-27T18:00:00Z,2025-03-28T01:00:00+07:00,328.0,41.0,21.3,45.5
2025-03-27T18:00:00Z,2025-03-28T01:00:00+07:00,2025-03-27T19:00:00Z,2025-03-28T02:00:00+07:00,515.0,46.0,19.6,50.8
2025-03-27T19:00:00Z,2025-03-28T02:00:00+07:00,2025-03-27T20:00:00Z,2025-03-28T03:00:00+07:00,432.0,35.7,20.0,39.6
2025-03-27T20:00:00Z,2025-03-28T03:00:00+07:00,2025-03-27T21:00:00Z,2025-03-28T04:00:00+07:00,282.0,32.7,19.7,36.5
2025-03-27T21:00:00Z,2025-03-28T04:00:00+07:00,2025-03-27T22:00:00Z,2025-03-28T05:00:00+07:00,506.0,41.9,16.9,46.5
2025-03-27T22:00:00Z,2025-03-28T05:00:00+07:00,2025-03-27T23:00:00Z,2025-03-28T06:00:00+07:00,461.0,42.4,16.4,47.0
2025-03-27T23:00:00Z,2025-03-28T06:00:00+07:00,2025-03-28T00:00:00Z,2025-03-28T07:00:00+07:00,455.0,39.3,25.3,43.6
2025-03-28T00:00:00Z,2025-03-28T07:00:00+07:00,2025-03-28T01:00:00Z,2025-03-28T08:00:00+07:00,755.0,37.1,27.6,41.2
2025-03-28T01:00:00Z,2025-03-28T08:00:00+07:00,2025-03-28T02:00:00Z,2025-03-28T09:00:00+07:00,1190.0,40.8,35.7,45.2
2025-03-28T02:00:00Z,2025-03-28T09:00:00+07:00,2025-03-28T03:00:00Z,2025-03-28T10:00:00+07:00,1210.0,44.9,31.8,49.7
2025-03-28T03:00:00Z,2025-03-28T10:00:00+07:00,2025-03-28T04:00:00Z,2025-03-28T11:00:00+07:00,1020.0,47.4,28.5,52.3
2025-03-28T04:00:00Z,2025-03-28T11:00:00+07:00,2025-03-28T05:00:00Z,2025-03-28T12:00:00+07:00,1050.0,65.5,27.4,69.9
2025-03-28T05:00:00Z,2025-03-28T12:00:00+07:00,2025-03-28T06:00:00Z,2025-03-28T13:00:00+07:00,1040.0,65.7,23.8,70.8
2025-03-28T06:00:00Z,2025-03-28T13:00:00+07:00,2025-03-28T07:00:00Z,2025-03-28T14:00:00+07:00,932.0,55.5,21.9,57.7
2025-03-28T07:00:00Z,2025-03-28T14:00:00+07:00,2025-03-28T08:00:00Z,2025-03-28T15:00:00+07:00,760.0,40.1,18.0,41.8
2025-03-28T08:00:00Z,2025-03-28T15:00:00+07:00,2025-03-28T09:00:00Z,2025-03-28T16:00:00+07:00,602.0,40.6,18.8,41.1
2025-03-28T09:00:00Z,2025-03-28T16:00:00+07:00,2025-03-28T10:00:00Z,2025-03-28T17:00:00+07:00,716.0,37.7,23.0,40.6
2025-03-28T10:00:00Z,2025-03-28T17:00:00+07:00,2025-03-28T11:00:00Z,2025-03-28T18:00:00+07:00,532.0,29.7,24.2,33.2
2025-03-28T11:00:00Z,2025-03-28T18:00:00+07:00,2025-03-28T12:00:00Z,2025-03-28T19:00:00+07:00,537.0,33.0,23.7,36.8
2025-03-28T12:00:00Z,2025-03-28T19:00:00+07:00,2025-03-28T13:00:00Z,2025-03-28T20:00:00+07:00,422.0,33.2,24.0,37.0
2025-03-28T13:00:00Z,2025-03-28T20:00:00+07:00,2025-03-28T14:00:00Z,2025-03-28T21:00:00+07:00,343.0,38.7,29.6,42.9
2025-03-28T14:00:00Z,2025-03-28T21:00:00+07:00,2025-03-28T15:00:00Z,2025-03-28T22:00:00+07:00,394.0,49.5,26.3,54.7
2025-03-28T15:00:00Z,2025-03-28T22:00:00+07:00,2025-03-28T16:00:00Z,2025-03-28T23:00:00+07:00,399.0,48.2,24.3,53.3
2025-03-28T16:00:00Z,2025-03-28T23:00:00+07:00,2025-03-28T17:00:00Z,2025-03-29T00:00:00+07:00,402.0,57.3,21.8,63.2
2025-03-28T17:00:00Z,2025-03-29T00:00:00+07:00,2025-03-28T18:00:00Z,2025-03-29T01:00:00+07:00,370.0,57.6,18.7,63.6
2025-03-28T18:00:00Z,2025-03-29T01:00:00+07:00,2025-03-28T19:00:00Z,2025-03-29T02:00:00+07:00,301.0,47.4,19.7,52.4
2025-03-28T19:00:00Z,2025-03-29T02:00:00+07:00,2025-03-28T20:00:00Z,2025-03-29T03:00:00+07:00,439.0,49.0,18.3,54.1
2025-03-28T20:00:00Z,2025-03-29T03:00:00+07:00,2025-03-28T21:00:00Z,2025-03-29T04:00:00+07:00,217.0,34.6,16.0,38.4
2025-03-28T21:00:00Z,2025-03-29T04:00:00+07:00,2025-03-28T22:00:00Z,2025-03-29T05:00:00+07:00,294.0,27.5,17.3,30.7
2025-03-28T22:00:00Z,2025-03-29T05:00:00+07:00,2025-03-28T23:00:00Z,2025-03-29T06:00:00+07:00,252.0,22.4,17.0,25.2
2025-03-28T23:00:00Z,2025-03-29T06:00:00+07:00,2025-03-29T00:00:00Z,2025-03-29T07:00:00+07:00,252.0,31.9,18.4,35.5
2025-03-29T00:00:00Z,2025-03-29T07:00:00+07:00,2025-03-29T01:00:00Z,2025-03-29T08:00:00+07:00,338.0,30.1,20.8,33.6
2025-03-29T01:00:00Z,2025-03-29T08:00:00+07:00,2025-03-29T02:00:00Z,2025-03-29T09:00:00+07:00,366.0,27.9,21.0,31.2
2025-03-29T02:00:00Z,2025-03-29T09:00:00+07:00,2025-03-29T03:00:00Z,2025-03-29T10:00:00+07:00,367.0,25.6,16.1,28.7
2025-03-29T03:00:00Z,2025-03-29T10:00:00+07:00,2025-03-29T04:00:00Z,2025-03-29T11:00:00+07:00,322.0,23.5,13.4,26.4
2025-03-29T04:00:00Z,2025-03-29T11:00:00+07:00,2025-03-29T05:00:00Z,2025-03-29T12:00:00+07:00,370.0,23.2,15.3,26.3
2025-03-29T05:00:00Z,2025-03-29T12:00:00+07:00,2025-03-29T06:00:00Z,2025-03-29T13:00:00+07:00,352.0,20.1,14.1,22.7
2025-03-29T06:00:00Z,2025-03-29T13:00:00+07:00,2025-03-29T07:00:00Z,2025-03-29T14:00:00+07:00,287.0,20.0,17.2,22.6
2025-03-29T07:00:00Z,2025-03-29T14:00:00+07:00,2025-03-29T08:00:00Z,2025-03-29T15:00:00+07:00,301.0,18.0,16.4,20.8
2025-03-29T08:00:00Z,2025-03-29T15:00:00+07:00,2025-03-29T09:00:00Z,2025-03-29T16:00:00+07:00,339.0,18.4,17.7,21.4
2025-03-29T09:00:00Z,2025-03-29T16:00:00+07:00,2025-03-29T10:00:00Z,2025-03-29T17:00:00+07:00,312.0,16.5,17.5,18.8
2025-03-29T10:00:00Z,2025-03-29T17:00:00+07:00,2025-03-29T11:00:00Z,2025-03-29T18:00:00+07:00,353.0,14.5,17.3,16.6
2025-03-29T11:00:00Z,2025-03-29T18:00:00+07:00,2025-03-29T12:00:00Z,2025-03-29T19:00:00+07:00,235.0,13.0,18.1,15.0
2025-03-29T12:00:00Z,2025-03-29T19:00:00+07:00,2025-03-29T13:00:00Z,2025-03-29T20:00:00+07:00,173.0,11.5,24.0,13.3
2025-03-29T13:00:00Z,2025-03-29T20:00:00+07:00,2025-03-29T14:00:00Z,2025-03-29T21:00:00+07:00,266.0,15.3,25.4,17.5
2025-03-29T14:00:00Z,2025-03-29T21:00:00+07:00,2025-03-29T15:00:00Z,2025-03-29T22:00:00+07:00,151.0,13.0,23.6,15.0
2025-03-29T15:00:00Z,2025-03-29T22:00:00+07:00,2025-03-29T16:00:00Z,2025-03-29T23:00:00+07:00,145.0,14.4,21.7,16.5
2025-03-29T16:00:00Z,2025-03-29T23:00:00+07:00,2025-03-29T17:00:00Z,2025-03-30T00:00:00+07:00,197.0,15.9,21.0,18.1
2025-03-29T17:00:00Z,2025-03-30T00:00:00+07:00,2025-03-29T18:00:00Z,2025-03-30T01:00:00+07:00,136.0,13.8,21.7,15.8
2025-03-29T18:00:00Z,2025-03-30T01:00:00+07:00,2025-03-29T19:00:00Z,2025-03-30T02:00:00+07:00,69.2,10.6,19.5,12.3
2025-03-29T19:00:00Z,2025-03-30T02:00:00+07:00,2025-03-29T20:00:00Z,2025-03-30T03:00:00+07:00,73.8,10.5,17.5,12.3
2025-03-29T20:00:00Z,2025-03-30T03:00:00+07:00,2025-03-29T21:00:00Z,2025-03-30T04:00:00+07:00,62.3,9.3,16.8,11.0
2025-03-29T21:00:00Z,2025-03-30T04:00:00+07:00,2025-03-29T22:00:00Z,2025-03-30T05:00:00+07:00,79.1,9.3,18.1,11.0
2025-03-29T22:00:00Z,2025-03-30T05:00:00+07:00,2025-03-29T23:00:00Z,2025-03-30T06:00:00+07:00,118.0,8.9,18.9,10.6
2025-03-29T23:00:00Z,2025-03-30T06:00:00+07:00,2025-03-30T00:00:00Z,2025-03-30T07:00:00+07:00,150.0,8.0,18.0,9.5
2025-03-30T00:00:00Z,2025-03-30T07:00:00+07:00,2025-03-30T01:00:00Z,2025-03-30T08:00:00+07:00,241.0,8.1,16.5,9.6
2025-03-30T01:00:00Z,2025-03-30T08:00:00+07:00,2025-03-30T02:00:00Z,2025-03-30T09:00:00+07:00,327.0,10.2,14.2,12.3
2025-03-30T02:00:00Z,2025-03-30T09:00:00+07:00,2025-03-30T03:00:00Z,2025-03-30T10:00:00+07:00,340.0,16.2,13.8,19.4
2025-03-30T03:00:00Z,2025-03-30T10:00:00+07:00,2025-03-30T04:00:00Z,2025-03-30T11:00:00+07:00,317.0,12.4,13.2,15.1
2025-03-30T04:00:00Z,2025-03-30T11:00:00+07:00,2025-03-30T05:00:00Z,2025-03-30T12:00:00+07:00,341.0,13.6,13.1,16.0
2025-03-30T05:00:00Z,2025-03-30T12:00:00+07:00,2025-03-30T06:00:00Z,2025-03-30T13:00:00+07:00,304.0,14.4,12.4,16.5
2025-03-30T06:00:00Z,2025-03-30T13:00:00+07:00,2025-03-30T07:00:00Z,2025-03-30T14:00:00+07:00,286.0,14.6,14.7,16.7
2025-03-30T07:00:00Z,2025-03-30T14:00:00+07:00,2025-03-30T08:00:00Z,2025-03-30T15:00:00+07:00,271.0,13.4,15.4,16.8
2025-03-30T08:00:00Z,2025-03-30T15:00:00+07:00,2025-03-30T09:00:00Z,2025-03-30T16:00:00+07:00,300.0,14.1,16.8,17.2
2025-03-30T09:00:00Z,2025-03-30T16:00:00+07:00,2025-03-30T10:00:00Z,2025-03-30T17:00:00+07:00,342.0,15.3,17.4,18.7
2025-03-30T10:00:00Z,2025-03-30T17:00:00+07:00,2025-03-30T11:00:00Z,2025-03-30T18:00:00+07:00,442.0,24.4,19.4,28.5
2025-03-30T11:00:00Z,2025-03-30T18:00:00+07:00,2025-03-30T12:00:00Z,2025-03-30T19:00:00+07:00,467.0,30.6,19.8,36.2
2025-03-30T12:00:00Z,2025-03-30T19:00:00+07:00,2025-03-30T13:00:00Z,2025-03-30T20:00:00+07:00,453.0,19.0,21.8,23.9
2025-03-30T13:00:00Z,2025-03-30T20:00:00+07:00,2025-03-30T14:00:00Z,2025-03-30T21:00:00+07:00,497.0,25.7,18.8,29.5
2025-03-30T14:00:00Z,2025-03-30T21:00:00+07:00,2025-03-30T15:00:00Z,2025-03-30T22:00:00+07:00,487.0,21.0,20.9,24.4
2025-03-30T15:00:00Z,2025-03-30T22:00:00+07:00,2025-03-30T16:00:00Z,2025-03-30T23:00:00+07:00,362.0,14.4,19.5,18.3
2025-03-30T16:00:00Z,2025-03-30T23:00:00+07:00,2025-03-30T17:00:00Z,2025-03-31T00:00:00+07:00,344.0,16.8,19.0,20.3
2025-03-30T17:00:00Z,2025-03-31T00:00:00+07:00,2025-03-30T18:00:00Z,2025-03-31T01:00:00+07:00,292.0,19.3,15.5,21.7
2025-03-30T18:00:00Z,2025-03-31T01:00:00+07:00,2025-03-30T19:00:00Z,2025-03-31T02:00:00+07:00,262.0,11.5,13.7,14.4
2025-03-30T19:00:00Z,2025-03-31T02:00:00+07:00,2025-03-30T20:00:00Z,2025-03-31T03:00:00+07:00,258.0,11.9,12.9,14.5
