,co,pm25,no2,is_holiday,hour_sin,hour_cos,dayofweek_sin,dayofweek_cos
2024-03-27 09:00:00+07:00,6.244166900663736,3.756538102587751,4.273884476054178,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434
2024-03-27 10:00:00+07:00,5.717027701406222,3.3568971227655755,4.041295341132285,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2024-03-27 11:00:00+07:00,5.666426688112432,3.4531571205928664,4.055257173514054,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434
2024-03-27 12:00:00+07:00,5.5053315359323625,3.2268439945173775,3.8110970868381857,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2024-03-27 13:00:00+07:00,5.54907608489522,3.5115454388310208,3.8372994592322094,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434
2024-03-27 14:00:00+07:00,5.472270673671475,3.624340932976365,3.817712325956905,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
2024-03-27 15:00:00+07:00,5.4638318050256105,3.5667118201397288,3.8437441646748516,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434
2024-03-27 16:00:00+07:00,5.60947179518496,3.5496173867804286,4.041295341132285,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
2024-03-27 17:00:00+07:00,5.700443573390686,3.4011973816621555,3.6888794541139363,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
2024-03-27 18:00:00+07:00,5.420534999272286,3.4210000089583352,4.133565275375382,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
2024-03-27 19:00:00+07:00,5.111987788356544,3.4011973816621555,4.107589788972121,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434
2024-03-27 20:00:00+07:00,5.049856007249537,3.3945083935113587,4.070734696582967,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
2024-03-27 21:00:00+07:00,5.049856007249537,3.414442608412176,3.9740583963475986,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434
2024-03-27 22:00:00+07:00,5.043425116919247,3.484312288372662,4.023564380161053,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
2024-03-27 23:00:00+07:00,4.969813299576001,3.5524868292083815,4.08260930600368,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434
